0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0.1287007,0.87881094,-6.158888e-07,0.15369451,0.6972465,-0.011549144,0.21079041,0.5109307,-0.03818693,0.24061897,0.36040393,-0.06559801,0.23393288,0.24234676,-0.08599586,0.31074128,0.55167323,-0.058685165,0.47999042,0.5427569,-0.09094171,0.4383794,0.5752908,-0.098578595,0.38347656,0.58897746,-0.09834485,0.3372792,0.6624128,-0.071194224,0.49432477,0.6331085,-0.083346084,0.44639236,0.6552714,-0.06908113,0.3940753,0.66916513,-0.061868045,0.3585217,0.7722722,-0.08373772,0.5006307,0.72462296,-0.08883355,0.4533574,0.73623896,-0.057216432,0.4015137,0.75221604,-0.03911114,0.3749357,0.87438077,-0.09692004,0.48238188,0.8077123,-0.09075099,0.44198817,0.8083009,-0.058424648,0.39530224,0.8225577,-0.03674481
0.59221447,0.79361904,-8.3953773e-07,0.6013526,0.62026596,-0.0680779,0.51391065,0.41107535,-0.090339325,0.42861044,0.27062714,-0.10663539,0.39256334,0.15531859,-0.109305836,0.35048485,0.48242214,-0.03688662,0.2424882,0.47780806,-0.10891344,0.34309587,0.5258992,-0.13383439,0.4129597,0.53085184,-0.13508432,0.33249837,0.5915686,-0.02374665,0.23958902,0.60139984,-0.101921394,0.36653697,0.6330987,-0.102755,0.42411587,0.6128814,-0.08202693,0.32382053,0.69009,-0.025624061,0.23449796,0.70196176,-0.10557127,0.35760167,0.7178824,-0.077754274,0.41975498,0.6951541,-0.03604218,0.3242309,0.78774583,-0.033606764,0.2601955,0.80133736,-0.085726514,0.3512398,0.80596775,-0.07012829,0.40804344,0.78540444,-0.042164117
0.69549656,0.69850296,-5.2925844e-07,0.7078831,0.54620355,-0.05198348,0.6508877,0.38053817,-0.068541415,0.585173,0.26377428,-0.08235233,0.55817306,0.16428506,-0.08718579,0.5146721,0.4396478,-0.014392771,0.4297642,0.4133338,-0.0692744,0.5028735,0.44583794,-0.09237859,0.562056,0.45986006,-0.09545596,0.49619406,0.5200959,-0.003939814,0.42441726,0.5119461,-0.06309948,0.51911837,0.54125166,-0.07130409,0.56997675,0.5372241,-0.06034131,0.4857441,0.59779435,-0.0056320396,0.42239994,0.58947194,-0.06597097,0.5120541,0.60715,-0.052511524,0.5638678,0.60025585,-0.025286408,0.48158595,0.6778847,-0.011944475,0.43486065,0.6726283,-0.050950766,0.50065976,0.6754639,-0.04298748,0.54713947,0.66551316,-0.02417494
0.74054444,0.6768251,-5.502105e-07,0.75579053,0.5428755,-0.049373645,0.70395505,0.3870709,-0.06541823,0.64539206,0.27850008,-0.07835884,0.6217647,0.18736711,-0.081955686,0.5759774,0.43617386,-0.01610141,0.4973908,0.40511182,-0.06627396,0.56445277,0.44238168,-0.08592364,0.6166735,0.459432,-0.08794448,0.5572805,0.50888276,-0.006135984,0.49080783,0.4948668,-0.059245393,0.57766056,0.53029656,-0.06287501,0.6213998,0.528685,-0.05004619,0.548322,0.57874346,-0.0074753463,0.48947853,0.56667435,-0.06099613,0.57183284,0.59244835,-0.043069087,0.6168458,0.5884397,-0.014800881,0.5465221,0.64940304,-0.013566643,0.50615716,0.6464151,-0.046949618,0.565878,0.6570618,-0.035921056,0.60507756,0.6508566,-0.016436283
0.81024706,0.7007458,-5.677191e-07,0.8243643,0.56509453,-0.046966277,0.76479936,0.40315336,-0.061115924,0.699548,0.29346973,-0.072261795,0.6706847,0.20350859,-0.07354234,0.64330727,0.45248094,-0.014087275,0.5628735,0.42499602,-0.062762715,0.6307886,0.45966285,-0.080080435,0.68099916,0.47058588,-0.081221506,0.6250209,0.52763414,-0.0057478915,0.5560333,0.5147976,-0.056945454,0.64643264,0.55166554,-0.056277644,0.686386,0.5437032,-0.04111134,0.6162224,0.59992385,-0.008869934,0.5530202,0.5918018,-0.061502863,0.6379562,0.6178709,-0.038670234,0.6795341,0.6069655,-0.00806824,0.614494,0.6740564,-0.016693108,0.5710453,0.67648494,-0.048835184,0.6333632,0.68509805,-0.034261532,0.6717614,0.6740172,-0.013047705
0.5668061,0.73624563,-5.591508e-07,0.5597044,0.59223336,-0.049017772,0.48398033,0.45141822,-0.06527582,0.41492647,0.34776336,-0.07870099,0.3858268,0.25492385,-0.08384328,0.3607613,0.5256829,-0.022128705,0.27511632,0.53765196,-0.076469004,0.34829858,0.56067634,-0.100828744,0.40678215,0.55376875,-0.10593027,0.35539126,0.60986525,-0.013023384,0.28046867,0.63186795,-0.0721598,0.36712682,0.63813037,-0.08049172,0.4184854,0.61587864,-0.07031693,0.35839128,0.6847665,-0.014926299,0.28915972,0.7054551,-0.073485605,0.37246892,0.7014167,-0.06267318,0.42297053,0.6771141,-0.038037095,0.37082428,0.75370413,-0.021232208,0.3232586,0.77013755,-0.059653983,0.38362965,0.7605332,-0.054513887,0.4285489,0.73600405,-0.038371958
0.5966624,0.8080603,-6.1194845e-07,0.59248644,0.6278872,-0.05330632,0.5327853,0.44164866,-0.08453614,0.51399505,0.27917013,-0.11795211,0.54965156,0.15849924,-0.1427397,0.35448372,0.5289172,-0.0316394,0.22754551,0.53585005,-0.10642667,0.31853327,0.5597955,-0.14437768,0.39177698,0.5508263,-0.15732765,0.33879644,0.631446,-0.03210543,0.22418214,0.6488257,-0.107915066,0.3366945,0.6648678,-0.11811599,0.40292028,0.64261043,-0.107421294,0.33585012,0.72118473,-0.045471027,0.23190844,0.7418313,-0.11276907,0.33708158,0.7424466,-0.093377195,0.4042368,0.7126443,-0.06156689,0.34609917,0.8025221,-0.06566767,0.27158523,0.82698643,-0.10353168,0.3468901,0.8155523,-0.08837018,0.4098588,0.7816703,-0.06537774
0.7058613,0.8416945,-3.7063907e-07,0.71228004,0.6605366,-0.050972395,0.66272223,0.45888448,-0.082820274,0.66880137,0.2902991,-0.11918199,0.72698414,0.17888218,-0.14850606,0.47891662,0.5083179,-0.016931867,0.34887055,0.48061702,-0.0918401,0.42865044,0.5060731,-0.13377358,0.50439334,0.50741744,-0.14846131,0.45230603,0.6064527,-0.019982502,0.3328731,0.58724046,-0.09316513,0.4356869,0.6177739,-0.10673647,0.5053842,0.6129212,-0.09703871,0.44030303,0.6999748,-0.03681027,0.33739495,0.6832681,-0.10224931,0.43934944,0.69899184,-0.085330956,0.5108774,0.6892293,-0.05317124,0.4422592,0.78693503,-0.060671344,0.36512956,0.7777869,-0.096614435,0.44003552,0.780517,-0.07956209,0.5063092,0.7705802,-0.05376998
0.6214461,0.88740253,-4.7420247e-07,0.63581336,0.6975254,-0.06560636,0.60495466,0.49369,-0.105583325,0.6097875,0.32806087,-0.14430732,0.648867,0.20787442,-0.17293626,0.39396766,0.57808673,-0.041878045,0.33852863,0.58555925,-0.10963486,0.4355072,0.6149495,-0.14244212,0.47204956,0.6146122,-0.15728506,0.3662272,0.7045878,-0.040359713,0.3433937,0.7153558,-0.101121895,0.46673653,0.7251235,-0.10561232,0.4815089,0.7131159,-0.099337004,0.36453292,0.8199434,-0.051981412,0.36125425,0.82846606,-0.112142235,0.47101462,0.8225109,-0.08912224,0.4848428,0.807752,-0.06224756,0.3784213,0.92800343,-0.07141521,0.39145416,0.9376019,-0.100021005,0.47098318,0.9193791,-0.07870411,0.49032605,0.90520954,-0.056448966
0.5807686,0.8483875,-8.094826e-07,0.6035718,0.6505283,-0.052142225,0.58417106,0.473112,-0.091822624,0.5889164,0.32544196,-0.13017856,0.6001487,0.18822199,-0.16778417,0.37167498,0.5498512,-0.09114727,0.5224669,0.5512285,-0.14983548,0.5786786,0.59717464,-0.18992102,0.55950904,0.6244845,-0.2191605,0.35318607,0.6966351,-0.1001871,0.5437639,0.67619926,-0.1404714,0.5829205,0.70374495,-0.15967534,0.55163354,0.7251615,-0.18362975,0.3737546,0.83491653,-0.11291614,0.53871155,0.8078017,-0.1504119,0.5744253,0.8166323,-0.14678618,0.5450297,0.8295552,-0.15126777,0.41127712,0.96615994,-0.13258938,0.5234025,0.9446432,-0.16017085,0.5553709,0.9325499,-0.15295123,0.54266423,0.9343723,-0.14967445
0.41831356,0.9953564,-6.4869414e-07,0.4259233,0.7628406,-0.041132923,0.4379955,0.52243173,-0.07467112,0.44253433,0.33867893,-0.10455172,0.41334885,0.19037548,-0.12559983,0.3369784,0.5993614,-0.107493654,0.55675334,0.478346,-0.17773049,0.5491498,0.5499338,-0.20887277,0.48720062,0.5938681,-0.22666028,0.37216434,0.74017274,-0.121796496,0.6191376,0.5887927,-0.17484377,0.58606225,0.65337014,-0.17034578,0.5197664,0.6949394,-0.17632848,0.42624548,0.8608303,-0.14101966,0.65449166,0.6962292,-0.18411246,0.61916554,0.7611469,-0.15274274,0.56172603,0.8040539,-0.13768966,0.48751703,0.95875597,-0.16554335,0.67517483,0.81602204,-0.1865772,0.6452262,0.8547888,-0.16558982,0.58433455,0.9007752,-0.15624101
0.6081186,0.9188709,-6.5903873e-07,0.61312175,0.71089655,-0.016359797,0.5881546,0.49686125,-0.035891023,0.575528,0.32845905,-0.05665191,0.54999024,0.19170147,-0.06988904,0.43941033,0.48807627,-0.06211814,0.6001245,0.37560305,-0.11015634,0.628805,0.46583873,-0.12861532,0.58868754,0.5143665,-0.1422132,0.4537865,0.5835195,-0.0836223,0.6512629,0.46591872,-0.12785654,0.6542531,0.55103797,-0.13012023,0.6066751,0.5890415,-0.1378967,0.49441177,0.68457556,-0.1074225,0.68215704,0.56664747,-0.14483052,0.6829697,0.63936734,-0.12711973,0.64176273,0.67185414,-0.1195262,0.5476295,0.780859,-0.1339214,0.6950278,0.6642727,-0.15704638,0.6962269,0.7050207,-0.14763144,0.65755147,0.7403115,-0.1428122
0.50500417,0.7500344,-5.638008e-07,0.56456226,0.58319277,-0.060361534,0.5724474,0.4107805,-0.09748725,0.59339106,0.26940438,-0.12931673,0.6068392,0.14566436,-0.15719686,0.377766,0.43999445,-0.09495954,0.5058196,0.47688162,-0.15249841,0.5373372,0.5157652,-0.1874478,0.515423,0.5215761,-0.21114719,0.3467383,0.5641841,-0.09661493,0.5352783,0.5966464,-0.13890691,0.548337,0.6142375,-0.15190072,0.5067542,0.60698223,-0.16838627,0.35121235,0.69140637,-0.10409743,0.52349603,0.70777375,-0.14458466,0.53525054,0.7167361,-0.13721357,0.49735188,0.7083807,-0.13547792,0.37059537,0.81024563,-0.11947645,0.5023898,0.81277543,-0.15416385,0.513703,0.81845963,-0.15279181,0.48433992,0.82535887,-0.15051843
0.52031785,0.84172946,-6.669187e-07,0.49700055,0.63622636,-0.0343517,0.43344766,0.46769542,-0.0623698,0.39771017,0.33093137,-0.092491664,0.38017118,0.21831864,-0.11791988,0.23358127,0.59287524,-0.04560001,0.2866885,0.5011788,-0.097775556,0.3707381,0.52144974,-0.13008118,0.40361387,0.5585632,-0.14918122,0.2310969,0.706146,-0.055857323,0.3242897,0.5962987,-0.105806164,0.40992436,0.61407626,-0.12588798,0.42505503,0.6581187,-0.13628154,0.2621766,0.8064236,-0.07082475,0.3633382,0.70014364,-0.112989046,0.4319516,0.70878,-0.11388672,0.43249658,0.7503201,-0.11069585,0.3088688,0.8901087,-0.09010987,0.3961198,0.79764336,-0.11362997,0.4436833,0.7880397,-0.10988533,0.4426316,0.8156173,-0.103462055
0.5541114,0.6660125,-3.9806903e-07,0.63246405,0.536774,-0.070131354,0.6929461,0.38309464,-0.12531012,0.7697299,0.240271,-0.17093076,0.83661747,0.10632479,-0.21558297,0.4952195,0.39087346,-0.14387071,0.63418084,0.54233223,-0.20397623,0.6419992,0.5456642,-0.24119754,0.6126408,0.5158639,-0.26668277,0.42994922,0.5250017,-0.13995758,0.60581225,0.66910076,-0.17308438,0.60972416,0.6412349,-0.17022622,0.5806443,0.6130887,-0.17920631,0.40372872,0.6582164,-0.13821605,0.55799204,0.757836,-0.16371784,0.5613123,0.7336913,-0.12759593,0.52942425,0.7107327,-0.10778732,0.39831626,0.7816186,-0.14745718,0.50777215,0.83597356,-0.17105408,0.52241313,0.8153407,-0.14801769,0.50367725,0.7960993,-0.12952603
0.7749223,0.80146885,-3.421485e-07,0.7319644,0.6571778,0.0013067963,0.6559213,0.52218246,-0.013486624,0.60312766,0.41090208,-0.030535154,0.57772076,0.3149566,-0.048898153,0.6004376,0.5371028,-0.048250474,0.46587068,0.56180185,-0.07515527,0.49195707,0.59636086,-0.08717433,0.5379769,0.59673804,-0.0915844,0.5931439,0.6334888,-0.062053315,0.46139753,0.6399215,-0.07935995,0.49211198,0.66878486,-0.074742354,0.53872234,0.67187196,-0.07289069,0.58723205,0.7325047,-0.07391806,0.4710476,0.7216458,-0.086902246,0.5020209,0.7444419,-0.06501859,0.54603064,0.7508931,-0.051214047,0.5817841,0.82821417,-0.084956825,0.4888349,0.79646254,-0.09041689,0.51797336,0.80861187,-0.067746475,0.5566848,0.81891,-0.050374
0.65275407,0.8481565,-4.608416e-07,0.6618546,0.7198235,-0.004927498,0.66547966,0.55251527,-0.025293997,0.68941253,0.4307191,-0.046375178,0.7229884,0.3434704,-0.06930028,0.6250734,0.5203027,-0.06203187,0.48396453,0.46968165,-0.095690005,0.4910365,0.5288597,-0.10798991,0.5294748,0.5577143,-0.11265294,0.59399176,0.5841732,-0.07551795,0.44422418,0.530998,-0.10190403,0.46487182,0.58688194,-0.095302716,0.50877553,0.6165467,-0.091780655,0.55873966,0.65878683,-0.08810972,0.41983557,0.6000215,-0.110012434,0.44435915,0.65263784,-0.08679697,0.48700866,0.681947,-0.071640946,0.51929945,0.7371897,-0.100591704,0.41736352,0.6821543,-0.11839977,0.4400715,0.71727157,-0.10350114,0.47603655,0.7415339,-0.090801656
0.5757793,0.7410051,-3.2927468e-07,0.52368855,0.5949889,-0.007563321,0.4517554,0.46451092,-0.028929174,0.40273765,0.34829372,-0.05062847,0.37890115,0.24809378,-0.07506769,0.35189837,0.5056718,-0.059438054,0.21863343,0.5900028,-0.083565585,0.24287838,0.6356714,-0.093164004,0.28764993,0.6368399,-0.09769192,0.35160848,0.6035029,-0.07018303,0.22541983,0.6756768,-0.08449054,0.26116922,0.70590067,-0.08008612,0.31021735,0.6971514,-0.080795385,0.36085662,0.70583457,-0.07874005,0.24961066,0.7532681,-0.09234639,0.28616196,0.77190727,-0.072580986,0.33274418,0.76279664,-0.0619336,0.37409103,0.80615216,-0.08696413,0.28165746,0.8294268,-0.098332636,0.31802905,0.83719826,-0.078770645,0.35995662,0.8293282,-0.0632844
0.72919226,0.8642288,-4.483427e-07,0.70195496,0.6858233,-0.0064358227,0.65145564,0.4778576,-0.036790516,0.6542477,0.3174438,-0.06783139,0.69243884,0.19394946,-0.10191334,0.6037361,0.4974269,-0.102900445,0.41002256,0.49322963,-0.14396307,0.43823186,0.54699224,-0.154024,0.49475175,0.5561163,-0.15590423,0.58563566,0.61583835,-0.121074654,0.38321558,0.5933983,-0.15340686,0.41849607,0.6396465,-0.14091478,0.4807369,0.6544353,-0.13438654,0.5617191,0.7356546,-0.13600247,0.3739861,0.6930924,-0.16243269,0.40849006,0.7328037,-0.13288403,0.4696244,0.7520648,-0.11304255,0.5311488,0.8526,-0.15004045,0.38114297,0.789506,-0.16805449,0.40843374,0.8147877,-0.14488629,0.46192735,0.8425115,-0.12646766
0.5595992,0.75641936,6.9548086e-08,0.501753,0.5775261,-0.023836628,0.42109662,0.42843735,-0.049607813,0.35801357,0.30518144,-0.0742639,0.32672068,0.18994328,-0.09753223,0.27222285,0.526242,-0.030771019,0.15385993,0.5746833,-0.047479033,0.17904665,0.5958662,-0.060895093,0.2253128,0.5924865,-0.06719403,0.26794255,0.6446533,-0.029168976,0.160916,0.6735566,-0.034641165,0.1963322,0.6792669,-0.038189977,0.24715562,0.6734916,-0.04184235,0.27837533,0.7584531,-0.028250199,0.18423314,0.7630201,-0.028383922,0.21924037,0.75966275,-0.01807529,0.26703423,0.75433886,-0.013399199,0.29559433,0.85929227,-0.029753275,0.22738224,0.83899796,-0.025891822,0.26101896,0.8263659,-0.009192631,0.29975414,0.81933296,0.004360189
0.504907,0.8428824,-1.5554576e-07,0.48163715,0.6491323,-0.005964716,0.43817607,0.4775434,-0.02977042,0.4204013,0.33086354,-0.05559589,0.4221038,0.21230835,-0.081928544,0.3270995,0.5047033,-0.05261555,0.16698886,0.4917594,-0.081122994,0.19543672,0.5245047,-0.09577989,0.24833593,0.53996927,-0.10109016,0.2993755,0.62156457,-0.06391094,0.15053184,0.59612644,-0.07876717,0.18745393,0.6198315,-0.07641775,0.24168918,0.63462514,-0.07732508,0.2783734,0.7371549,-0.07363139,0.15080863,0.69428176,-0.08271934,0.18656144,0.7089171,-0.061630845,0.23718223,0.72340906,-0.049363006,0.2607413,0.84235764,-0.08342766,0.15798631,0.7822628,-0.08518625,0.19446887,0.78976035,-0.05893351,0.24098484,0.8069843,-0.03903073
0.61254346,0.8516897,-4.6817267e-08,0.5791795,0.6654134,-0.0061615272,0.5195333,0.4845548,-0.03337278,0.4981044,0.33042675,-0.061524868,0.5081987,0.2094481,-0.091105156,0.4402615,0.537243,-0.07882841,0.26078275,0.51630586,-0.11428279,0.290774,0.5480936,-0.1297525,0.35121903,0.56592184,-0.13411614,0.4169504,0.65693885,-0.09169922,0.22793214,0.610951,-0.11292816,0.2543962,0.6230693,-0.10924767,0.3109252,0.6368484,-0.107863836,0.39562485,0.7725397,-0.10129619,0.23102696,0.7079054,-0.11273517,0.26026666,0.7134823,-0.087605186,0.31126618,0.7271166,-0.07158506,0.3768972,0.876877,-0.1106928,0.2520991,0.79972935,-0.11143355,0.28195655,0.7974826,-0.08233472,0.32672444,0.81570303,-0.061271187
0.3029269,0.8651755,-1.1729459e-06,0.2757456,0.70090264,-0.049792394,0.3425877,0.5161214,-0.06904135,0.41467747,0.39686427,-0.086859584,0.44321772,0.2973312,-0.0947315,0.4928323,0.55004823,-0.019435463,0.56517935,0.52054894,-0.08500866,0.47224155,0.57613724,-0.11635739,0.41597992,0.6108074,-0.12694295,0.5288959,0.6559034,-0.022104967,0.5979277,0.6255565,-0.09534938,0.47067654,0.68409586,-0.10679483,0.41943088,0.70625013,-0.09503476,0.54850495,0.75937945,-0.03654451,0.60981727,0.73503566,-0.110213056,0.48638496,0.7752153,-0.08469217,0.43483084,0.7827188,-0.0466183,0.55690575,0.8633003,-0.054694593,0.6063457,0.8372395,-0.094597,0.5156816,0.85615104,-0.06824501,0.47458586,0.8529494,-0.036846466
0.29101178,0.8848106,-1.161569e-06,0.25414756,0.7050715,-0.05069745,0.25793323,0.4954902,-0.08251823,0.2512353,0.33390778,-0.115621656,0.22249779,0.2170462,-0.13966672,0.4540524,0.5014537,-0.023543695,0.5438293,0.4666918,-0.09004816,0.45394892,0.5362921,-0.12491745,0.39591888,0.57759446,-0.1393941,0.50074506,0.6069999,-0.02606885,0.58677006,0.5706366,-0.10560822,0.46334127,0.6452549,-0.12299524,0.40732095,0.6685616,-0.11702352,0.5324058,0.7060962,-0.03935536,0.60855484,0.6735858,-0.115154095,0.48675245,0.73173845,-0.09471008,0.4287657,0.7469586,-0.060797818,0.5523365,0.8064014,-0.0559815,0.61059487,0.77077866,-0.094262235,0.51675415,0.8067324,-0.06794896,0.46433404,0.8147883,-0.037692696
